15:16:15 定位数据接收端口开启成功。
15:16:15 航控数据发送端口开启成功。
15:16:15 航控数据接收端口开启成功。
15:17:21 开始录音……
15:17:22 开始录音……
15:17:23 开始录音……
15:17:26 停止录音……
